date,percentile.no2,percentile.pm10,percentile.pm2.5,X,BH.photo,BH.met,ceilmoter.signal,ceilometer.signal.giulio,kidson.type,wd,ws,t,blh.12,percent.point,pm10.pn,pm2.5.pn,no2.pn,no2.qs,nox.qs,sp,dry,bh.1,hinv,oinv,year,kidson.group
3/06/14,<75th,<75th,>75th,157,0,NOBH,NA,,HSE,W,2,16.7,800,28,14,10,20,44.1,119.3,UP,,NOBH,X,X,2014,blocking
4/06/14,<75th,>75th,>90th,158,0,NOBH,NA,,NA,NNW,1.9,17.1,1250,16,19,12,21,37,82.9,SP1?,NA?,NOBH,,,2014,NA
5/06/14,<75th,<75th,>75th,159,0,NOBH,NA,,H,W,1.4,15.6,1650,21,17,10,19,41,91.2,UP,DRY,NOBH,,,2014,zonal
6/06/14,<75th,<75th,>75th,160,0,NOBH,NA,,HSE,NW,1,15.6,750,33,15,9,17,47.6,111.1,UP,DRY,NOBH,,,2014,blocking
7/06/14,<75th,<75th,<75th,161,0,NOBH,NA,,HSE,NE,4.4,18.1,1800,11,9,4,11,42.7,76.6,UP,,NOBH,,,2014,blocking
8/06/14,<75th,<75th,<75th,162,0,NOBH,NA,,HSE,ENE,4.5,17.1,600,39,9,3,13,22,36,UP,DRY,NOBH,,,2014,blocking
9/06/14,<75th,<75th,<75th,163,0,NOBH,NA,,HSE,NE,7.3,18,850,67,14,4,19,31.4,58,UP,,NOBH,,,2014,blocking
10/06/14,<75th,<75th,<75th,164,0,NOBH,NA,,HSE,ENE,6.5,13.9,700,28,12,4,12,19.3,29.4,UP,,NOBH,,,2014,blocking
11/06/14,<75th,<75th,>75th,165,0,NOBH,NA,,H,NNE,4.7,17.4,700,26,15,9,23,53,151,UP,,NOBH,,,2014,zonal
12/06/14,<75th,<75th,<75th,166,0,NOBH,NA,,H,SE,3,16.5,750,54,8,5,14,41.1,90.2,UP,,NOBH,,,2014,zonal
13/06/14,<75th,<75th,<75th,167,0,NOBH,NA,,HSE,SSE,3.7,15.8,1450,20,16,8,19,45.6,113.2,SP1,DRY,NOBH,,,2014,blocking
16/06/14,<75th,<75th,<75th,170,0,NOBH,NA,,HSE,NNE,5.7,16.4,1650,17,13,4,18,NA,NA,UP,,NOBH,,X,2014,blocking
17/06/14,<75th,<75th,<75th,171,0,NOBH,NA,,HSE,WNW,8.6,17,700,33,10,5,19,67.7,223,UP,,NOBH,,,2014,blocking
18/06/14,>75th,<75th,<75th,172,0,NOBH,NA,,HSE,W,6,17,1200,19,12,6,24,70.9,233.3,UP,,NOBH,,,2014,blocking
19/06/14,>75th,<75th,<75th,173,0,NOBH,NA,,HSE,W,5.6,13.9,750,29,13,6,25,71.8,236,UP,,NOBH,,,2014,blocking
20/06/14,>95th,>90th,>75th,174,0,NOBH,NA,,W,SW,9.2,14.7,1150,28,23,9,37,64.2,196.3,UP,DRY,NOBH,,,2014,zonal
21/06/14,<75th,<75th,<75th,175,0,NOBH,NA,,H,WNW,5,15.9,1550,26,15,7,23,63.5,196.5,SP2,DRY,NOBH,,X,2014,zonal
22/06/14,<75th,<75th,<75th,176,0,NOBH,NA,,H,W,2,17.4,500,38,17,8,20,48,117.9,UP,,NOBH,,,2014,zonal
24/06/14,<75th,<75th,<75th,178,NA,NOBH,NA,,HSE,NE,7.2,17.2,800,23,9,4,14,46.3,98.3,UP,,NOBH,,,2014,blocking
25/06/14,<75th,<75th,<75th,179,NA,NOBH,NA,,H,NE,10.9,16.9,250,28,11,3,19,48.6,122.8,UP,DRY,NOBH,,,2014,zonal
26/06/14,<75th,<75th,<75th,180,NA,NOBH,NA,,HSE,NNW,2.3,17.5,200,48,10,4,20,60.8,198.9,UP,,NOBH,,,2014,blocking
27/06/14,<75th,<75th,<75th,181,NA,NOBH,NA,,HSE,NW,4.1,14.6,800,24,13,5,21,83.5,261.5,UP,,NOBH,,,2014,blocking
28/06/14,>75th,>95th,<75th,182,NA,NOBH,NA,,HSE,WSW,10.8,14.7,1200,16,24,7,26,66.9,174.8,UP,,NOBH,,,2014,blocking
30/06/14,<75th,<75th,<75th,184,NA,NOBH,NA,,T,NNE,8.1,15.4,600,40,12,4,18,50.9,124.7,UP,,NOBH,,,2014,through
1/07/14,<75th,<75th,<75th,185,NA,NOBH,NA,,T,NNW,3.1,14,400,27,11,6,21,72.3,223.8,UP,,NOBH,,X,2014,through
2/07/14,<75th,<75th,<75th,186,NA,NOBH,NA,,SW,W,8.9,10.9,400,18,13,5,18,65.7,204.5,UP,,NOBH,,X,2014,through
