date,Kidson,Temp.original,found.correctly,updated.values,temp.updated,temp.final,siggi.original,found.correctly,updated.value,siggi.updated,siggi.final,wd,ws,tair,
16/02/15 12:00,SW,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,15,3,24,
17/02/15 12:00,HNW,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,261,2,25,
18/02/15 12:00,HNW,785,1,NA,785,785,1266,0,NA,1266,NA,233,4,25,
19/02/15 12:00,H,1142,1,NA,1142,1142,1188,1,NA,1188,1188,218,7,24,
20/02/15 12:00,HSE,1698,0,NA,1698,NA,950,1,NA,950,950,212,2,24,
21/02/15 12:00,TNW,NA,0,NA,NA,NA,1193,0,NA,1193,NA,33,4,23,
22/02/15 12:00,T,NA,0,NA,NA,NA,740,0,NA,740,NA,247,3,21,
23/02/15 12:00,T,NA,0,NA,NA,NA,1368,0,NA,1368,NA,39,8,20,
24/02/15 12:00,SW,2170,0,NA,2170,NA,1178,1,NA,1178,1178,65,5,23,
25/02/15 12:00,SW,2253,0,NA,2253,NA,1344,1,NA,1344,1344,235,4,24,
26/02/15 12:00,SW,733,1,NA,733,733,1403,0,NA,1403,NA,225,3,26,
27/02/15 12:00,HNW,1574,0,NA,1574,NA,1383,0,NA,1383,NA,240,4,24,
28/02/15 12:00,HNW,890,0,NA,890,NA,1227,1,NA,1227,1227,223,4,24,
1/03/15 12:00,HE,566,1,NA,566,566,"""NA""",0,NA,"""NA""",NA,241,3,26,
2/03/15 12:00,NE,802,1,NA,802,802,1144,1,NA,1144,1144,40,6,25,
3/03/15 12:00,R,1713,0,NA,1713,NA,477,1,NA,477,477,52,6,24,
4/03/15 12:00,TNW,1646,UPDATE,700,700,700,872,1,NA,872,872,51,3,25,
5/03/15 12:00,TNW,1557,1,NA,1557,1557,"""NA""",0,NA,"""NA""",NA,265,3,24,
6/03/15 12:00,T,1074,UPDATE,600,600,600,565,1,NA,565,565,19,6,22,
7/03/15 12:00,T,548,1,NA,548,548,1096,0,NA,1096,NA,320,6,21,
8/03/15 12:00,SW,1946,0,NA,1946,NA,1417,0,NA,1417,NA,238,10,22,
9/03/15 12:00,HSE,1613,1,NA,1613,1613,1349,1,NA,1349,1349,224,5,21,
10/03/15 12:00,HSE,1216,1,NA,1216,1216,1237,1,NA,1237,1237,224,6,24,
11/03/15 12:00,HE,871,1,NA,871,871,1330,0,NA,1330,NA,230,4,24,
12/03/15 12:00,NE,2500,0,NA,2500,NA,1900,0,NA,1900,NA,49,4,26,
13/03/15 12:00,R,2397,0,NA,2397,NA,"""NA""",0,NA,"""NA""",NA,38,5,25,
14/03/15 12:00,TNW,759,1,NA,759,759,"""NA""",0,NA,"""NA""",NA,33,4,25,
15/03/15 12:00,TNW,1233,1,NA,1233,1233,901,1,NA,901,901,79,6,22,
16/03/15 12:00,T,1622,0,NA,1622,NA,428,1,NA,428,428,210,8,22,
17/03/15 12:00,T,-1,0,NA,-1,NA,1081,1,NA,1081,1081,217,7,23,
18/03/15 12:00,SW,2298,0,NA,2298,NA,1315,0,NA,1315,NA,234,9,20,
19/03/15 12:00,HSE,34,0,NA,34,NA,1378,0,NA,1378,NA,198,4,20,
20/03/15 12:00,HE,1427,0,NA,1427,NA,277,0,NA,277,NA,247,3,20,
21/03/15 12:00,HE,2763,0,NA,2763,NA,1140,1,NA,1140,1140,35,6,21,
22/03/15 12:00,NE,1458,1,NA,1458,1458,1032,1,NA,1032,1032,53,5,22,
23/03/15 12:00,R,2383,0,NA,2383,NA,1295,1,NA,1295,1295,44,6,22,
24/03/15 12:00,TNW,2514,0,NA,2514,NA,1607,0,NA,1607,NA,32,4,22,
25/03/15 12:00,TNW,34,0,NA,34,NA,"""NA""",0,NA,"""NA""",NA,15,3,23,
26/03/15 12:00,T,163,0,NA,163,NA,1169,1,NA,1169,1169,360,4,23,
27/03/15 12:00,T,310,0,NA,310,NA,828,1,NA,828,828,264,2,23,
28/03/15 12:00,SW,2248,0,NA,2248,NA,73,"""UPDATE""",500,500,500,311,4,19,
29/03/15 12:00,HSE,721,1,NA,721,721,1042,0,NA,1042,NA,259,6,24,
30/03/15 12:00,HNW,137,0,NA,137,NA,808,0,NA,808,NA,246,9,22,
31/03/15 12:00,HE,1568,1,NA,1568,1568,1237,1,NA,1237,1237,218,7,22,
1/04/15 12:00,H,771,UPDATE,1400,1400,1400,1364,1,NA,1364,1364,236,4,22,
2/04/15 12:00,H,2201,0,NA,2201,NA,896,1,NA,896,896,247,1,22,
3/04/15 12:00,H,1088,1,NA,1088,1088,979,1,NA,979,979,228,5,22,
4/04/15 12:00,H,665,1,NA,665,665,1612,0,NA,1612,NA,239,3,22,
5/04/15 12:00,HSE,35,0,NA,35,NA,526,1,NA,526,526,230,2,23,
6/04/15 12:00,HE,1496,UPDATE,600,600,600,740,1,NA,740,740,27,6,23,
7/04/15 12:00,H,799,1,NA,799,799,"""NA""",0,NA,"""NA""",NA,34,5,24,
8/04/15 12:00,H,1668,0,NA,1668,NA,881,1,NA,881,881,20,3,23,
9/04/15 12:00,NE,566,1,NA,566,566,599,1,NA,599,599,306,2,21,
10/04/15 12:00,SW,95,UPDATE,1250,1250,1250,1023,1,NA,1023,1023,318,5,24,
11/04/15 12:00,H,2821,0,NA,2821,NA,"""NA""",0,NA,"""NA""",NA,238,9,22,
12/04/15 12:00,H,1772,1,NA,1772,1772,1753,1,NA,1753,1753,251,6,19,
13/04/15 12:00,H,-1,0,NA,-1,NA,911,0,NA,911,NA,324,5,17,
14/04/15 12:00,H,-1,0,NA,-1,NA,1013,0,NA,1013,NA,219,6,14,
15/04/15 12:00,HSE,2335,0,NA,2335,NA,628,0,NA,628,NA,229,10,17,
16/04/15 12:00,HE,1765,0,NA,1765,NA,1286,0,NA,1286,NA,267,3,18,
17/04/15 12:00,H,34,0,NA,34,NA,1164,1,NA,1164,1164,261,6,19,
18/04/15 12:00,H,801,0,NA,801,NA,267,1,NA,267,267,23,6,17,
19/04/15 12:00,NE,861,1,NA,861,861,"""NA""",0,NA,"""NA""",NA,60,5,21,
20/04/15 12:00,HSE,1247,0,NA,1247,NA,833,1,NA,833,833,43,3,21,
21/04/15 12:00,H,1606,0,NA,1606,NA,438,1,NA,438,438,259,2,21,
22/04/15 12:00,H,43,0,NA,43,NA,847,1,NA,847,847,274,3,20,
23/04/15 12:00,H,806,0,NA,806,NA,1607,0,NA,1607,NA,86,2,19,
24/04/15 12:00,H,1327,0,NA,1327,NA,"""NA""",0,NA,"""NA""",NA,62,6,20,
25/04/15 12:00,HSE,1231,1,NA,1231,1231,1349,1,NA,1349,1349,41,6,19,
26/04/15 12:00,HE,1405,1,NA,1405,1405,1383,1,NA,1383,1383,30,7,21,
27/04/15 12:00,H,-1,0,NA,-1,NA,326,1,NA,326,326,19,10,18,
28/04/15 12:00,H,2373,0,NA,2373,NA,657,0,NA,657,NA,255,9,17,
29/04/15 12:00,NE,1803,0,NA,1803,NA,1149,0,NA,1149,NA,266,10,18,
30/04/15 12:00,HNW,1967,0,NA,1967,NA,531,0,NA,531,NA,226,13,15,
1/05/15 12:00,H,1744,1,NA,1744,1744,1451,1,NA,1451,1451,276,2,18,
2/05/15 12:00,H,1415,1,NA,1415,1415,1232,1,NA,1232,1232,281,2,18,
3/05/15 12:00,H,1374,1,NA,1374,1374,1300,1,NA,1300,1300,216,2,18,
4/05/15 12:00,HSE,1322,1,NA,1322,1322,"""NA""",0,NA,"""NA""",NA,337,2,19,
5/05/15 12:00,HE,688,1,NA,688,688,1398,0,NA,1398,NA,43,5,19,
6/05/15 12:00,W,1566,0,NA,1566,NA,1597,"""UPDATE""",400,400,400,17,6,20,
7/05/15 12:00,T,784,0,NA,784,NA,228,1,NA,228,228,17,6,21,
8/05/15 12:00,T,-1,0,NA,-1,NA,"""NA""",0,NA,"""NA""",NA,349,2,17,
9/05/15 12:00,T,1435,1,NA,1435,1435,"""NA""",0,NA,"""NA""",NA,213,4,18,
10/05/15 12:00,TNW,1458,0,NA,1458,NA,"""NA""",,NA,"""NA""",NA,240,7,20,
11/05/15 12:00,H,1405,0,NA,1405,NA,"""NA""",,NA,"""NA""",NA,310,3,20,
12/05/15 12:00,H,732,1,NA,732,732,774,1,NA,774,774,312,4,17,
13/05/15 12:00,H,1673,1,NA,1673,1673,1437,1,NA,1437,1437,264,6,19,
14/05/15 12:00,HSE,1999,0,NA,1999,NA,2723,0,NA,2723,NA,346,5,18,
15/05/15 12:00,HE,-1,0,NA,-1,NA,964,0,NA,964,NA,294,8,13,
16/05/15 12:00,W,1576,0,NA,1576,NA,930,1,NA,930,930,195,4,16,
17/05/15 12:00,T,2184,0,NA,2184,NA,370,1,NA,370,370,164,2,16,
18/05/15 12:00,T,1735,0,NA,1735,NA,643,0,NA,643,NA,224,9,15,
19/05/15 12:00,T,2543,0,NA,2543,NA,306,1,NA,306,306,207,5,17,
20/05/15 12:00,W,1535,1,NA,1535,1535,1456,1,NA,1456,1456,217,2,17,
21/05/15 12:00,H,1898,UPDATE,700,700,700,647,1,NA,647,647,321,4,17,
22/05/15 12:00,H,1552,UPDATE,650,650,650,779,1,NA,779,779,205,5,16,
23/05/15 12:00,H,575,0,NA,575,NA,151,1,NA,151,151,112,1,13,
24/05/15 12:00,HSE,34,0,NA,34,NA,686,0,NA,686,NA,233,14,13,
25/05/15 12:00,HE,84,0,NA,84,NA,1242,0,NA,1242,NA,224,14,14,
26/05/15 12:00,W,2108,0,NA,2108,NA,380,1,NA,380,380,243,12,14,
27/05/15 12:00,T,194,0,NA,194,NA,1227,0,NA,1227,NA,192,2,14,
28/05/15 12:00,T,34,0,NA,34,NA,"""NA""",0,NA,"""NA""",NA,244,3,13,
29/05/15 12:00,T,34,0,NA,34,NA,"""NA""",0,NA,"""NA""",NA,242,2,13,
30/05/15 12:00,HE,34,0,NA,34,NA,"""NA""",0,NA,"""NA""",NA,55,6,16,
31/05/15 12:00,H,-1,0,NA,-1,NA,433,0,NA,433,NA,348,2,14,
1/06/15 12:00,TNW,1617,UPDATE,500,500,500,526,1,NA,526,526,42,6,17,
2/06/15 12:00,TNW,869,0,NA,869,NA,433,1,NA,433,433,31,4,18,
3/06/15 12:00,T,586,1,NA,586,586,672,1,NA,672,672,328,8,15,
4/06/15 12:00,SW,-1,0,NA,-1,NA,292,0,NA,292,NA,279,6,15,
5/06/15 12:00,HNW,85,0,NA,85,NA,837,0,NA,837,NA,194,2,15,
6/06/15 12:00,H,109,0,NA,109,NA,867,1,NA,867,867,282,2,14,
7/06/15 12:00,H,1832,0,NA,1832,NA,350,0,NA,350,NA,213,6,13,
8/06/15 12:00,W,232,1,NA,232,232,"""NA""",0,NA,"""NA""",NA,248,2,14,
9/06/15 12:00,W,34,UPDATE,1400,1400,1400,1295,1,NA,1295,1295,349,2,15,
10/06/15 12:00,HNW,1641,1,NA,1641,1641,1086,1,NA,1086,1086,324,5,16,
11/06/15 12:00,TNW,34,0,NA,34,NA,1300,0,NA,1300,NA,270,6,17,
12/06/15 12:00,TNW,1524,1,NA,1524,1524,1373,1,NA,1373,1373,256,7,15,
13/06/15 12:00,T,1472,1,NA,1472,1472,1383,1,NA,1383,1383,244,14,15,
14/06/15 12:00,SW,1167,1,NA,1167,1167,920,1,NA,920,920,250,12,15,
15/06/15 12:00,HNW,2051,0,NA,2051,NA,355,0,NA,355,NA,253,8,14,
16/06/15 12:00,H,1249,1,NA,1249,1249,"""NA""",0,NA,"""NA""",NA,198,4,12,
17/06/15 12:00,H,232,1,NA,232,232,204,1,NA,204,204,305,1,15,
18/06/15 12:00,W,1463,1,NA,1463,1463,1349,1,NA,1349,1349,320,3,14,
19/06/15 12:00,W,1460,UPDATE,1000,1000,1000,1013,1,NA,1013,1013,343,4,18,
20/06/15 12:00,T,-1,0,NA,-1,NA,282,1,NA,282,282,21,5,17,
21/06/15 12:00,TNW,34,0,NA,34,NA,842,0,NA,842,NA,218,6,14,
22/06/15 12:00,TNW,1861,0,NA,1861,NA,974,0,NA,974,NA,159,2,13,
23/06/15 12:00,T,861,1,NA,861,861,"""NA""",0,NA,"""NA""",NA,179,3,9,
24/06/15 12:00,SW,34,0,NA,34,NA,292,1,NA,292,292,191,2,11,
25/06/15 12:00,HNW,34,UPDATE,900,900,900,1008,1,NA,1008,1008,199,6,12,
26/06/15 12:00,H,1669,0,NA,1669,NA,891,1,NA,891,891,238,8,15,
27/06/15 12:00,H,1955,0,NA,1955,NA,1188,1,NA,1188,1188,223,10,15,
28/06/15 12:00,W,2181,0,NA,2181,NA,906,1,NA,906,906,215,6,14,
29/06/15 12:00,W,1501,0,NA,1501,NA,570,0,NA,570,NA,242,11,15,
30/06/15 12:00,HNW,-1,0,NA,-1,NA,959,0,NA,959,NA,236,8,15,
1/07/15 12:00,W,1521,0,NA,1521,NA,1140,1,NA,1140,1140,236,9,15,
2/07/15 12:00,T,183,0,NA,183,NA,774,1,NA,774,774,258,1,15,
3/07/15 12:00,SW,110,UPDATE,1300,1300,1300,1471,1,NA,1471,NA,18,6,16,
4/07/15 12:00,T,-1,0,NA,-1,NA,302,1,NA,302,302,298,1,14,
5/07/15 12:00,SW,1207,1,NA,1207,1207,1291,1,NA,1291,1291,217,10,14,
6/07/15 12:00,SW,2975,0,NA,2975,NA,613,1,NA,613,613,272,3,16,
7/07/15 12:00,SW,43,0,NA,43,NA,769,1,NA,769,769,306,7,16,
8/07/15 12:00,HW,1393,0,NA,1393,NA,618,1,NA,618,618,137,4,11,
9/07/15 12:00,HW,2262,0,NA,2262,NA,"""NA""",0,NA,"""NA""",NA,196,5,10,
10/07/15 12:00,H,-1,UPDATE,800,800,800,"""NA""",0,NA,"""NA""",NA,184,4,10,
11/07/15 12:00,W,213,0,NA,213,NA,"""NA""",0,NA,"""NA""",NA,200,3,10,
12/07/15 12:00,T,229,0,NA,229,NA,"""NA""",0,NA,"""NA""",NA,229,2,10,
13/07/15 12:00,SW,262,0,NA,262,NA,1437,0,NA,1437,NA,266,1,12,
14/07/15 12:00,T,1767,1,NA,1767,1767,1929,0,NA,1929,NA,51,7,13,
15/07/15 12:00,SW,1460,1,NA,1460,1460,248,0,NA,248,NA,35,9,14,
16/07/15 12:00,SW,1558,0,NA,1558,NA,662,1,NA,662,662,218,5,15,
17/07/15 12:00,SW,1574,1,NA,1574,1574,1237,1,NA,1237,1237,266,4,15,
18/07/15 12:00,HW,441,1,NA,441,441,185,0,NA,185,NA,295,4,12,
19/07/15 12:00,HW,1530,1,NA,1530,1530,1232,1,NA,1232,1232,208,9,12,
20/07/15 12:00,HNW,1540,1,NA,1540,1540,1027,1,NA,1027,1027,242,10,13,
21/07/15 12:00,W,3067,UPDATE,1000,1000,1000,1091,1,NA,1091,1091,210,7,14,
22/07/15 12:00,T,911,1,NA,911,911,"""NA""","""UPDATE""",700,700,700,209,5,14,
23/07/15 12:00,SW,34,0,NA,34,NA,672,1,NA,672,672,267,2,12,
24/07/15 12:00,T,1086,1,NA,1086,1086,774,1,NA,774,774,230,3,12,
25/07/15 12:00,SW,336,0,NA,336,NA,1227,0,NA,1227,NA,45,2,12,
26/07/15 12:00,SW,-1,0,NA,-1,NA,1432,0,NA,1432,NA,29,5,15,
27/07/15 12:00,SW,603,0,NA,603,NA,116,1,NA,116,116,49,6,14,
28/07/15 12:00,HW,-1,0,NA,-1,NA,"""NA""",0,NA,"""NA""",NA,264,8,16,
29/07/15 12:00,HW,109,0,NA,109,NA,1256,0,NA,1256,NA,234,12,14,
30/07/15 12:00,H,1680,1,NA,1680,1680,1534,1,NA,1534,NA,194,4,12,
31/07/15 12:00,W,200,0,NA,200,NA,579,1,NA,579,579,274,1,14,
1/08/15 12:00,HE,2181,UPDATE,1550,1550,1550,1446,1,NA,1446,1446,313,3,15,
2/08/15 12:00,HE,1465,0,NA,1465,NA,725,0,NA,725,NA,287,2,14,
3/08/15 12:00,W,1670,0,NA,1670,NA,979,1,NA,979,979,284,5,17,
4/08/15 12:00,W,-1,0,NA,-1,NA,146,1,NA,146,146,359,4,17,
5/08/15 12:00,TNW,640,0,NA,640,NA,151,1,NA,151,151,69,2,12,
6/08/15 12:00,T,-1,1,NA,-1,-1,984,1,NA,984,984,235,5,16,
7/08/15 12:00,T,1214,0,NA,1214,NA,550,0,NA,550,NA,278,7,13,
8/08/15 12:00,SW,-1,1,NA,-1,-1,1378,1,NA,1378,1378,262,10,14,
9/08/15 12:00,R,315,0,NA,315,NA,847,0,NA,847,NA,302,3,10,
10/08/15 12:00,HSE,315,0,NA,315,NA,920,1,NA,920,920,163,2,11,
11/08/15 12:00,HE,34,UPDATE,800,800,800,984,1,NA,984,984,198,5,10,
12/08/15 12:00,HE,1172,1,NA,1172,1172,988,1,NA,988,988,206,5,12,
13/08/15 12:00,W,34,UPDATE,1400,1400,1400,1461,1,NA,1461,1461,15,2,14,
14/08/15 12:00,W,-1,0,NA,-1,NA,389,1,NA,389,389,38,9,13,
15/08/15 12:00,TNW,34,0,NA,34,NA,380,0,NA,380,NA,259,4,14,
16/08/15 12:00,T,-1,0,NA,-1,NA,813,1,NA,813,813,161,3,14,
17/08/15 12:00,T,34,0,NA,34,NA,911,1,NA,911,911,260,3,14,
18/08/15 12:00,SW,3288,0,NA,3288,NA,818,0,NA,818,NA,33,7,14,
19/08/15 12:00,R,-1,0,NA,-1,NA,881,0,NA,881,NA,299,6,13,
20/08/15 12:00,H,-1,0,NA,-1,NA,287,0,NA,287,NA,243,9,13,
21/08/15 12:00,HE,1288,1,NA,1288,1288,"""NA""",0,NA,"""NA""",NA,182,3,14,
22/08/15 12:00,HE,2328,0,NA,2328,NA,847,1,NA,847,847,55,3,14,
23/08/15 12:00,W,756,1,NA,756,756,"""NA""",0,NA,"""NA""",NA,22,5,16,
24/08/15 12:00,W,-1,0,NA,-1,NA,1895,0,NA,1895,NA,16,5,17,
25/08/15 12:00,TNW,-1,0,NA,-1,NA,126,0,NA,126,NA,332,4,14,
26/08/15 12:00,T,1269,1,NA,1269,1269,1091,1,NA,1091,1091,207,6,15,
27/08/15 12:00,T,1058,1,NA,1058,1058,1052,1,NA,1052,1052,45,4,15,
28/08/15 12:00,SW,51,0,NA,51,NA,228,1,NA,228,228,246,1,16,
29/08/15 12:00,R,34,0,NA,34,NA,1164,0,NA,1164,NA,16,4,15,
30/08/15 12:00,NE,997,1,NA,997,997,443,1,NA,443,443,278,6,16,
31/08/15 12:00,HE,-1,0,NA,-1,NA,209,1,NA,209,209,60,4,15,
1/09/15 12:00,TNW,60,UPDATE,400,400,400,443,1,NA,443,443,323,2,16,
2/09/15 12:00,T,438,0,NA,438,NA,1101,1,NA,1101,1101,320,5,18,
3/09/15 12:00,T,2367,0,NA,2367,NA,935,1,NA,935,935,251,13,13,
4/09/15 12:00,T,1960,0,NA,1960,NA,818,0,NA,818,NA,287,4,13,
5/09/15 12:00,SW,540,1,NA,540,540,511,1,NA,511,511,201,6,13,
6/09/15 12:00,SW,34,0,NA,34,NA,384,0,NA,384,NA,228,10,14,
7/09/15 12:00,HNW,2974,UPDATE,1000,1000,1000,1076,1,NA,1076,1076,228,9,14,
8/09/15 12:00,HNW,1724,1,NA,1724,1724,1602,1,NA,1602,1602,233,9,15,
9/09/15 12:00,W,1663,1,NA,1663,1663,716,0,NA,716,NA,319,3,15,
10/09/15 12:00,SW,-1,0,NA,-1,NA,292,1,NA,292,292,36,6,14,
11/09/15 12:00,TNW,2854,0,NA,2854,NA,492,0,NA,492,NA,222,13,12,
12/09/15 12:00,T,790,1,NA,790,790,"""NA""",0,NA,"""NA""",NA,202,7,12,
13/09/15 12:00,T,1709,1,NA,1709,1709,1510,1,NA,1510,1510,229,8,15,
14/09/15 12:00,T,224,1,NA,224,224,253,1,NA,253,253,261,2,15,
15/09/15 12:00,SW,1124,1,NA,1124,1124,979,1,NA,979,979,238,10,14,
16/09/15 12:00,SW,1225,1,NA,1225,1225,1105,1,NA,1105,1105,239,9,14,
17/09/15 12:00,HNW,556,1,NA,556,556,1588,0,NA,1588,NA,342,4,19,
18/09/15 12:00,HNW,444,0,NA,444,NA,686,1,NA,686,686,315,3,15,
19/09/15 12:00,W,1541,0,NA,1541,NA,974,1,NA,974,974,254,2,16,
20/09/15 12:00,R,2271,0,NA,2271,NA,1140,0,NA,1140,NA,173,3,12,
21/09/15 12:00,TNW,1504,0,NA,1504,NA,97,1,NA,97,97,193,5,14,
22/09/15 12:00,T,-1,0,NA,-1,NA,940,1,NA,940,940,244,3,15,
23/09/15 12:00,T,2138,0,NA,2138,NA,1086,1,NA,1086,1086,243,10,16,
24/09/15 12:00,T,666,0,NA,666,NA,935,1,NA,935,935,285,2,17,
25/09/15 12:00,SW,34,0,NA,34,NA,1213,1,NA,1213,1213,99,3,17,
26/09/15 12:00,SW,868,1,NA,868,868,1627,0,NA,1627,NA,120,4,17,
27/09/15 12:00,HNW,471,1,NA,471,471,"""NA""",0,NA,"""NA""",NA,252,2,17,
28/09/15 12:00,HNW,379,0,NA,379,NA,77,0,NA,77,NA,225,2,14,
29/09/15 12:00,W,249,0,NA,249,NA,"""NA""",0,NA,"""NA""",NA,189,2,17,
30/09/15 12:00,H,832,1,NA,832,832,984,1,NA,984,984,49,5,17,
1/10/15 12:00,W,1328,1,NA,1328,1328,1159,1,NA,1159,1159,341,2,19,
2/10/15 12:00,HNW,34,0,NA,34,NA,760,1,NA,760,760,288,10,18,
3/10/15 12:00,SW,678,1,NA,678,678,886,1,NA,886,886,218,9,16,
4/10/15 12:00,SW,961,1,NA,961,961,808,1,NA,808,808,231,6,18,
5/10/15 12:00,HNW,1380,0,NA,1380,NA,253,1,NA,253,253,217,12,17,
6/10/15 12:00,H,777,1,NA,777,777,131,1,NA,131,NA,214,7,17,
7/10/15 12:00,HNW,779,1,NA,779,779,760,1,NA,760,760,215,4,17,
8/10/15 12:00,H,2753,0,NA,2753,NA,1315,1,NA,1315,1315,216,12,16,
9/10/15 12:00,HNW,860,1,NA,860,860,"""NA""",0,NA,"""NA""",NA,237,3,16,
10/10/15 12:00,HNW,1513,1,NA,1513,1513,1091,1,NA,1091,1091,224,7,15,
11/10/15 12:00,W,1406,1,NA,1406,1406,920,1,NA,920,920,218,8,16,
12/10/15 12:00,HNW,1805,1,NA,1805,1805,1768,1,NA,1768,1768,242,9,18,
13/10/15 12:00,SW,1566,0,NA,1566,NA,857,1,NA,857,857,258,8,20,
14/10/15 12:00,SW,783,1,NA,783,783,881,1,NA,881,881,216,8,16,
15/10/15 12:00,HNW,1027,1,NA,1027,1027,97,"""UPDATE""",1000,1000,1000,221,8,16,
16/10/15 12:00,H,951,1,NA,951,951,789,1,NA,789,789,228,8,15,
17/10/15 12:00,HNW,1068,1,NA,1068,1068,828,1,NA,828,828,243,10,14,
18/10/15 12:00,H,1213,1,NA,1213,1213,1130,1,NA,1130,1130,253,6,17,
19/10/15 12:00,HNW,519,0,NA,519,NA,1442,0,NA,1442,NA,234,14,17,
20/10/15 12:00,HNW,1659,1,NA,1659,1659,282,"""UPDATE""",1350,1350,1350,238,12,15,
21/10/15 12:00,W,1562,0,NA,1562,NA,954,1,NA,954,954,245,8,16,
22/10/15 12:00,HNW,1230,0,NA,1230,NA,730,1,NA,730,730,280,9,18,
23/10/15 12:00,SW,76,0,NA,76,NA,1339,1,NA,1339,1339,274,7,21,
24/10/15 12:00,SW,-1,0,NA,-1,NA,263,1,NA,263,263,211,5,14,
25/10/15 12:00,HNW,961,1,NA,961,961,925,1,NA,925,925,212,8,16,
26/10/15 12:00,H,1406,1,NA,1406,1406,1515,1,NA,1515,1515,237,7,18,
27/10/15 12:00,HNW,1317,1,NA,1317,1317,1081,1,NA,1081,1081,241,11,18,
28/10/15 12:00,H,1383,1,NA,1383,1383,1714,1,NA,1714,1714,281,5,19,
29/10/15 12:00,HNW,862,0,NA,862,NA,311,0,NA,311,NA,52,5,17,
30/10/15 12:00,HNW,533,0,NA,533,NA,1651,0,NA,1651,NA,168,3,16,
31/10/15 12:00,W,1918,0,NA,1918,NA,998,1,NA,998,998,227,7,17,
1/11/15 12:00,H,1340,1,,1340,NA,1178,1,,1178,1178,238,5,19,64
2/11/15 12:00,H,34,UPDATE,1500,1500,1500,993,1,,993,993,239,5,17,66
3/11/15 12:00,H,1567,1,,1567,NA,925,0,,"""NA""",NA,273,6,18,62
4/11/15 12:00,H,2004,0,,NA,NA,1076,0,,"""NA""",NA,239,12,16,74
5/11/15 12:00,H,1759,1,,1759,NA,"""NA""",0,,"""NA""",NA,,,,
6/11/15 12:00,HW,774,0,,1501,1501,"""NA""",0,,"""NA""",NA,220,4,18,55
7/11/15 12:00,HW,1077,0,,NA,NA,"""NA""",0,,"""NA""",NA,232,3,21,54
8/11/15 12:00,HSE,756,1,,756,NA,"""NA""",0,,"""NA""",NA,215,4,19,60
9/11/15 12:00,HSE,1248,1,,1248,NA,896,1,,896,896,238,6,22,71
10/11/15 12:00,HE,942,1,,1502,1502,1091,1,,1091,1091,240,4,22,63
11/11/15 12:00,H,1104,1,,1104,NA,1076,1,,1076,1076,236,8,19,61
12/11/15 12:00,H,1828,1,,1828,NA,857,0,,"""NA""",NA,229,9,19,65
13/11/15 12:00,H,1727,0,,NA,NA,1773,0,,"""NA""",NA,170,3,16,35
14/11/15 12:00,H,1559,1,,1503,1503,1417,0,,"""NA""",NA,278,6,19,49
15/11/15 12:00,H,2237,0,,NA,NA,740,1,,740,740,291,8,19,74
16/11/15 12:00,HW,NA,0,,NA,NA,253,1,,253,253,44,2,17,93
17/11/15 12:00,HW,1496,1,,1496,NA,1281,1,,1281,1281,223,11,17,60
18/11/15 12:00,HSE,1483,1,,1504,1504,1213,1,,1213,1213,220,10,16,59
19/11/15 12:00,HSE,2676,0,,NA,NA,755,1,,755,755,47,9,16,71
20/11/15 12:00,HSE,1896,0,,NA,NA,1407,1,,1407,1407,320,6,20,56
21/11/15 12:00,H,2182,0,,NA,NA,477,1,,477,477,203,3,15,92
22/11/15 12:00,H,1880,1,,1505,1505,1193,1,,1193,1193,244,13,19,72
23/11/15 12:00,H,1123,1,,1123,NA,1169,1,,1169,1169,217,5,19,57
24/11/15 12:00,H,187,UPDATE,1250,187,UPDATE,1286,1,,1286,1286,227,4,21,53
25/11/15 12:00,H,1040,1,,1040,NA,1412,0,,"""NA""",NA,249,2,24,62
26/11/15 12:00,HW,949,1,,1506,1506,891,0,,"""NA""",NA,236,3,22,72
27/11/15 12:00,HW,1362,1,,1362,NA,1563,0,,"""NA""",NA,317,3,25,60
28/11/15 12:00,HSE,2046,0,,NA,NA,906,"""UPDATE""",1000,1000,1000,276,7,23,75
29/11/15 12:00,HSE,841,0,,NA,NA,1076,0,,"""NA""",NA,225,2,21,59
30/11/15 12:00,NE,755,0,,1507,1507,686,1,,686,686,37,6,22,67
1/12/15 12:00,TNW,836,UPDATE,1400,1400,1400,584,1,,584,584,49,6,22,71
2/12/15 12:00,T,1057,UPDATE,1800,1800,1800,886,1,,886,886,46,4,21,59
3/12/15 12:00,T,1472,1,,1472,NA,1510,0,,"""NA""",NA,26,4,21,56
4/12/15 12:00,SW,1692,1,,1508,1508,984,1,,984,984,230,4,22,67
5/12/15 12:00,SW,1080,0,,NA,NA,1388,1,,1388,1388,241,10,21,56
6/12/15 12:00,SW,1654,1,,1654,NA,1529,1,,1529,1529,247,8,22,52
7/12/15 12:00,HNW,2938,0,,NA,NA,1003,1,,1003,1003,274,7,22,71
8/12/15 12:00,HNW,1982,1,,1509,1509,1110,0,,"""NA""",NA,226,11,16,71
9/12/15 12:00,H,1770,1,,1770,NA,950,0,,"""NA""",NA,219,8,19,54
10/12/15 12:00,HSE,152,UPDATE,1400,1400,1400,1208,1,,1208,1208,246,9,19,59
11/12/15 12:00,TNW,NA,0,,NA,NA,682,1,,682,682,236,6,20,83
